,0,1,2,3,4,5
1,-19.90770721435547,0.18355083465576172,0.0,-20.30558204650879,0.976963460445404,-0.36259329319000244
2,-19.751672744750977,0.30922260880470276,0.0,-20.298309326171875,0.9821578860282898,-0.34171390533447266
3,-20.238683700561523,0.6722006797790527,0.0,-20.288766860961914,0.9923169016838074,-0.36173543334007263
4,-20.051219940185547,0.26597341895103455,0.0,-20.280729293823242,1.0042619705200195,-0.41175273060798645
5,-20.024333953857422,0.21284855902194977,0.0,-20.273372650146484,1.0250393152236938,-0.530179500579834
6,-19.154380798339844,1.22135591506958,0.0,-20.261707305908203,1.0512112379074097,-0.6895030736923218
7,-20.129642486572266,0.3221290409564972,0.0,-20.248266220092773,1.0592917203903198,-0.5528086423873901
8,-20.24077033996582,-0.34709182381629944,0.0,-20.244873046875,1.0511988401412964,-0.46629124879837036
9,-20.27090835571289,0.6277954578399658,0.0,-20.238815307617188,1.0687339305877686,-0.567190408706665
10,-19.884382247924805,0.8197959065437317,0.0,-20.229276657104492,1.0791549682617188,-0.566136360168457
11,-20.05596923828125,0.45999211072921753,0.0,-20.2209529876709,1.072041630744934,-0.36113253235816956
12,-20.357236862182617,0.25260210037231445,0.0,-20.21744728088379,1.0567471981048584,-0.1397360861301422
13,-20.21199607849121,0.44569358229637146,0.0,-20.217647552490234,1.043355941772461,0.029027294367551804
14,-20.085233688354492,0.6930509805679321,0.0,-20.217138290405273,1.0403424501419067,0.052140526473522186
15,-19.808809280395508,0.6392788887023926,0.0,-20.214479446411133,1.0440393686294556,0.02482043020427227
16,-19.755043029785156,0.848829984664917,0.0,-20.211082458496094,1.0490097999572754,-0.00480596162378788
17,-19.972990036010742,0.5184798240661621,0.0,-20.207189559936523,1.0497316122055054,-0.01585395261645317
18,-19.664539337158203,0.23891302943229675,0.0,-20.203100204467773,1.0431879758834839,0.03104316256940365
19,-19.698007583618164,0.4589060842990875,0.0,-20.199979782104492,1.0400002002716064,0.048519738018512726
20,-19.69729232788086,0.33667078614234924,0.0,-20.195539474487305,1.0441166162490845,-0.013596093282103539
21,-19.562156677246094,0.6608565449714661,0.0,-20.190725326538086,1.0488834381103516,-0.05541897937655449
22,-19.822879791259766,0.999653697013855,0.0,-20.185617446899414,1.0582371950149536,-0.12989234924316406
23,-19.322954177856445,1.2755274772644043,0.0,-20.177841186523438,1.069526195526123,-0.20943187177181244
24,-19.10519027709961,1.0764514207839966,0.0,-20.169864654541016,1.0731977224349976,-0.22478774189949036
25,-19.759063720703125,0.30888932943344116,0.0,-20.163990020751953,1.062023401260376,-0.14978814125061035
26,-20.108041763305664,0.5347251296043396,0.0,-20.163145065307617,1.0440901517868042,-0.02157825604081154
27,-20.025190353393555,0.4876697361469269,0.0,-20.16272735595703,1.0263195037841797,0.11616888642311096
28,-19.816591262817383,0.7746116518974304,0.0,-20.162309646606445,0.9999112486839294,0.3112310469150543
29,-19.968582153320312,0.030249658972024918,0.0,-20.165590286254883,0.9545980095863342,0.6331197619438171
30,-20.558685302734375,-0.660398006439209,0.0,-20.17340850830078,0.891700029373169,1.0350297689437866
31,-20.77334976196289,-1.1505467891693115,0.0,-20.19098663330078,0.8602886199951172,1.087842583656311
32,-20.00739288330078,0.07185123860836029,0.0,-20.203453063964844,0.8759768009185791,0.7464859485626221
33,-19.683242797851562,1.0036193132400513,0.0,-20.20511817932129,0.8943173885345459,0.5524774789810181
34,-20.37685775756836,0.28258365392684937,0.0,-20.206985473632812,0.8803150057792664,0.6239924430847168
35,-20.428913116455078,-0.4544822573661804,0.0,-20.215919494628906,0.8678724765777588,0.6060570478439331
36,-19.445755004882812,0.3487911820411682,0.0,-20.218830108642578,0.8770028948783875,0.4450138211250305
37,-19.736839294433594,0.7006855010986328,0.0,-20.21882438659668,0.8829784393310547,0.3895989954471588
38,-19.720340728759766,0.14106160402297974,0.0,-20.21921157836914,0.8735913634300232,0.4207400381565094
39,-19.56498908996582,0.5333650708198547,0.0,-20.220157623291016,0.8730153441429138,0.3855556845664978
40,-19.8612060546875,0.7127934694290161,0.0,-20.220088958740234,0.8788967132568359,0.312894731760025
41,-19.84893035888672,0.7088224291801453,0.0,-20.218528747558594,0.8785971403121948,0.3356664776802063
42,-20.174041748046875,0.2951919734477997,0.0,-20.21916961669922,0.8745599985122681,0.3371286690235138
43,-20.128355026245117,0.6964315176010132,0.0,-20.21949577331543,0.8765377998352051,0.279886931180954
44,-20.187347412109375,0.3768429160118103,0.0,-20.218612670898438,0.8773518204689026,0.2661959230899811
45,-19.968303680419922,0.32237672805786133,0.0,-20.220027923583984,0.8724172115325928,0.2801043689250946
46,-20.24074363708496,0.2813672423362732,0.0,-20.221879959106445,0.8722163438796997,0.2512613534927368
47,-20.02286148071289,0.474433958530426,0.0,-20.22304916381836,0.8720672726631165,0.22536247968673706
48,-20.342369079589844,0.4226642847061157,0.0,-20.223995208740234,0.8688320517539978,0.24450275301933289
49,-20.21126365661621,-0.1497659534215927,0.0,-20.225093841552734,0.8657457232475281,0.24068765342235565
50,-19.963645935058594,0.1828727126121521,0.0,-20.22622299194336,0.8659464120864868,0.22406284511089325
51,-20.23523712158203,0.44712239503860474,0.0,-20.22692108154297,0.8651533126831055,0.22380313277244568
52,-20.191349029541016,0.5165562629699707,0.0,-20.22832489013672,0.8634005784988403,0.22747497260570526
53,-19.657081604003906,0.2937256097793579,0.0,-20.2274169921875,0.8650621175765991,0.20930102467536926
54,-19.78834342956543,0.5744472146034241,0.0,-20.22641944885254,0.8658674359321594,0.2117546796798706
55,-19.995607376098633,0.12793196737766266,0.0,-20.224414825439453,0.8655573725700378,0.21551217138767242
56,-20.037614822387695,0.6065555810928345,0.0,-20.224018096923828,0.8668131828308105,0.20431512594223022
