,0,1,2,3,4,5
0,-0.5128428936004639,0.01095161959528923,0.0,-0.6405704617500305,0.2711382210254669,0.2528078556060791
1,-0.5471990704536438,0.46031883358955383,0.0,-0.6689201593399048,0.19997389614582062,0.43601393699645996
2,-0.6924580335617065,0.21876797080039978,0.0,-0.6715105772018433,0.20058321952819824,0.34441089630126953
3,-0.4899658262729645,0.30522850155830383,0.0,-0.6738508939743042,0.20269973576068878,0.16120481491088867
4,-0.12486883997917175,0.45609426498413086,0.0,-0.6754335165023804,0.20825929939746857,0.2528078556060791
5,-0.19574838876724243,0.2771538197994232,0.0,-0.6730008125305176,0.21424397826194763,0.46654844284057617
6,-0.3483550548553467,0.45730745792388916,0.0,-0.670852780342102,0.22031483054161072,0.23754072189331055
7,0.000322649982990697,0.10882937163114548,0.0,-0.6676357984542847,0.2236393541097641,0.3138766288757324
8,-0.3496309816837311,0.15103396773338318,0.0,-0.663230299949646,0.22507745027542114,0.26807498931884766
9,-0.4339350163936615,0.24919939041137695,0.0,-0.6636970639228821,0.22510793805122375,0.3596782684326172
10,-0.5314688682556152,0.17898185551166534,0.0,-0.6606103777885437,0.22728368639945984,0.37494540214538574
11,-0.06989028304815292,-0.21359674632549286,0.0,-0.6608555316925049,0.2248833328485489,0.23754072189331055
12,-0.09778443723917007,0.5716657042503357,0.0,-0.6617498397827148,0.22675426304340363,0.26807498931884766
13,-0.2370683252811432,0.3182341754436493,0.0,-0.6598343849182129,0.2307206243276596,0.4207468032836914
14,-0.1968061923980713,0.503933310508728,0.0,-0.658811628818512,0.23236188292503357,0.3596782684326172
15,-0.3937394917011261,0.32072946429252625,0.0,-0.6550359129905701,0.23650939762592316,0.19173932075500488
16,-0.07007912546396255,0.8277509808540344,0.0,-0.655026376247406,0.2371007353067398,0.23754072189331055
17,0.11286108940839767,0.3346455693244934,0.0,-0.6533165574073792,0.23922590911388397,0.2833423614501953
18,-0.26422393321990967,0.02491789683699608,0.0,-0.6538600921630859,0.23910878598690033,0.3596782684326172
19,-0.23563334345817566,0.35794535279273987,0.0,-0.6546303629875183,0.23656432330608368,0.3596782684326172
20,-0.24963369965553284,0.010965217836201191,0.0,-0.6541531085968018,0.2350059151649475,0.37494540214538574
21,-0.09812028706073761,0.22205771505832672,0.0,-0.6540356874465942,0.23421216011047363,0.40547966957092285
22,-0.39057523012161255,-0.04481825605034828,0.0,-0.6530130505561829,0.23066838085651398,0.4207468032836914
23,-0.4369245171546936,0.18039360642433167,0.0,-0.6535798907279968,0.22944927215576172,0.2833423614501953
24,-0.39229482412338257,0.1512918621301651,0.0,-0.6541980504989624,0.2300880402326584,0.2528078556060791
25,-0.23712609708309174,0.20657387375831604,0.0,-0.6552369594573975,0.22867527604103088,0.2833423614501953
